Departure codeIataAirport,Departure Province/State,Departure Country/Region,Arrival Province/State,Arrival Country/Region
TGD,,Montenegro,,Germany
TGD,,Montenegro,,Slovenia
TGD,,Montenegro,,France
TGD,,Montenegro,,France
TGD,,Montenegro,,France
TGD,,Montenegro,,Germany
TGD,,Montenegro,,Austria
TGD,,Montenegro,,Russia
TGD,,Montenegro,,Denmark
TGD,,Montenegro,,Italy
TFN,,Spain,,Morocco
TFN,,Spain,,Finland
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,Channel Islands,United Kingdom
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Morocco
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Senegal
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Portugal
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Senegal
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Morocco
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Morocco
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Portugal
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TFN,,Spain,,Spain
TGG,,Malaysia,,Malaysia
TGG,,Malaysia,,Malaysia
TGG,,Malaysia,,Malaysia
TGG,,Malaysia,,Malaysia
TGG,,Malaysia,,Malaysia
TGG,,Malaysia,,Malaysia
TGG,,Malaysia,,Malaysia
TGG,,Malaysia,,Malaysia
TGG,,Malaysia,,Malaysia
TGG,,Malaysia,,Malaysia
TGG,,Malaysia,,Malaysia
TGG,,Malaysia,,Malaysia
TGG,,Malaysia,,Malaysia
TGG,,Malaysia,,Malaysia
TGG,,Malaysia,,Malaysia
TGG,,Malaysia,,Malaysia
TGG,,Malaysia,,Malaysia
TGG,,Malaysia,,Malaysia
TGG,,Malaysia,,Malaysia
TGG,,Malaysia,,Malaysia
TGG,,Malaysia,,Malaysia
TGG,,Malaysia,,Malaysia
TGJ,New Caledonia,France,New Caledonia,France
TGI,,Peru,,Peru
TGM,,Romania,,Hungary
TGM,,Romania,Channel Islands,United Kingdom
TGM,,Romania,,Germany
TGM,,Romania,,Germany
TGM,,Romania,,Germany
TGM,,Romania,,Germany
TGM,,Romania,,Italy
TGM,,Romania,,France
TGM,,Romania,,Spain
TFS,,Spain,,Germany
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,,Austria
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Switzerland
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Switzerland
TFS,,Spain,,Italy
TFS,,Spain,,Italy
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,,Finland
TFS,,Spain,,Finland
TFS,,Spain,,Belarus
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,,Belgium
TFS,,Spain,,Italy
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,,Denmark
TFS,,Spain,,Finland
TFS,,Spain,,Finland
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,,United Kingdom
TFS,,Spain,,Norway
TFS,,Spain,,Norway
TFS,,Spain,,Finland
TFS,,Spain,,Sweden
TFS,,Spain,,Sweden
TFS,,Spain,,Denmark
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Finland
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Austria
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,,Denmark
TFS,,Spain,,Switzerland
TFS,,Spain,,Ireland
TFS,,Spain,,Ireland
TFS,,Spain,,Ireland
TFS,,Spain,,Ireland
TFS,,Spain,,Ireland
TFS,,Spain,,Spain
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Austria
TFS,,Spain,,Belgium
TFS,,Spain,,Belgium
TFS,,Spain,,Germany
TFS,,Spain,,Belgium
TFS,,Spain,,Germany
TFS,,Spain,,Belgium
TFS,,Spain,,Netherlands
TFS,,Spain,,Belgium
TFS,,Spain,,Germany
TFS,,Spain,,Norway
TFS,,Spain,,Germany
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,,Spain
TFS,,Spain,,Portugal
TFS,,Spain,,Ireland
TFS,,Spain,,Ireland
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,,Ireland
TFS,,Spain,,France
TFS,,Spain,,Germany
TFS,,Spain,,Ireland
TFS,,Spain,,Denmark
TFS,,Spain,,Germany
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,,Belgium
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Poland
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,,Netherlands
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,,Germany
TFS,,Spain,,Italy
TFS,,Spain,,Italy
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,,Poland
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,,Italy
TFS,,Spain,,Poland
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,,Portugal
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Poland
TFS,,Spain,,Spain
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Spain
TFS,,Spain,,United Kingdom
TFS,,Spain,,United Kingdom
TFS,,Spain,,Germany
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,,Ireland
TFS,,Spain,,Ireland
TFS,,Spain,,Italy
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,,Belgium
TFS,,Spain,,Italy
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Switzerland
TFS,,Spain,,Germany
TFS,,Spain,,Austria
TFS,,Spain,,Austria
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Austria
TFS,,Spain,,Austria
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Netherlands
TFS,,Spain,,Netherlands
TFS,,Spain,,Netherlands
TFS,,Spain,,Netherlands
TFS,,Spain,,Netherlands
TFS,,Spain,,Netherlands
TFS,,Spain,,Netherlands
TFS,,Spain,,Germany
TFS,,Spain,,France
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,France
TFS,,Spain,,Belgium
TFS,,Spain,,Belgium
TFS,,Spain,,Belgium
TFS,,Spain,,Spain
TFS,,Spain,,Belgium
TFS,,Spain,,France
TFS,,Spain,,France
TFS,,Spain,,Belgium
TFS,,Spain,,Belgium
TFS,,Spain,,France
TFS,,Spain,,France
TFS,,Spain,,Spain
TFS,,Spain,,Belgium
TFS,,Spain,,Belgium
TFS,,Spain,,France
TFS,,Spain,,Belgium
TFS,,Spain,,France
TFS,,Spain,,Belgium
TFS,,Spain,,Belgium
TFS,,Spain,,France
TFS,,Spain,,France
TFS,,Spain,,Belgium
TFS,,Spain,,Belgium
TFS,,Spain,,Belgium
TFS,,Spain,,Belgium
TFS,,Spain,,France
TFS,,Spain,,Spain
TFS,,Spain,,Belgium
TFS,,Spain,,Belgium
TFS,,Spain,,Belgium
TFS,,Spain,,Belgium
TFS,,Spain,,Belgium
TFS,,Spain,,Belgium
TFS,,Spain,,Belgium
TFS,,Spain,,Belgium
TFS,,Spain,,France
TFS,,Spain,,Belgium
TFS,,Spain,,Belgium
TFS,,Spain,,Belgium
TFS,,Spain,,Belgium
TFS,,Spain,,Belgium
TFS,,Spain,,Belgium
TFS,,Spain,,France
TFS,,Spain,,France
TFS,,Spain,,Belgium
TFS,,Spain,,Luxembourg
TFS,,Spain,,Luxembourg
TFS,,Spain,,Luxembourg
TFS,,Spain,,Luxembourg
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,,Russia
TFS,,Spain,,Italy
TFS,,Spain,,Italy
TFS,,Spain,,Italy
TFS,,Spain,,Italy
TFS,,Spain,,Spain
TFS,,Spain,,Germany
TFS,,Spain,,Austria
TFS,,Spain,,Denmark
TFS,,Spain,,Ukraine
TFS,,Spain,,Israel
TFS,,Spain,,France
TFS,,Spain,,France
TFS,,Spain,,Poland
TFS,,Spain,,Russia
TFS,,Spain,,France
TFS,,Spain,,Belgium
TFS,,Spain,,Belgium
TFS,,Spain,,Belgium
TFS,,Spain,,Belgium
TFS,,Spain,,Belgium
TFS,,Spain,,Belgium
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Russia
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,,United Kingdom
TFS,,Spain,,United Kingdom
TFS,,Spain,,United Kingdom
TFS,,Spain,,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,,United Kingdom
TFS,,Spain,,United Kingdom
TFS,,Spain,,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,,Switzerland
TFS,,Spain,,Switzerland
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,,Italy
TFS,,Spain,,France
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,,United Kingdom
TFS,,Spain,,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,,Netherlands
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,,Spain
TFS,,Spain,,Germany
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,France
TFS,,Spain,,France
TFS,,Spain,,France
TFS,,Spain,,France
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,France
TFS,,Spain,,France
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Spain
TFS,,Spain,,Portugal
TFS,,Spain,,Italy
TFS,,Spain,,Switzerland
TFS,,Spain,,Switzerland
TFS,,Spain,,France
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,,Spain
TFS,,Spain,,Poland
TFS,,Spain,,Hungary
TFS,,Spain,,Romania
TFS,,Spain,,Iceland
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Switzerland
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,,Germany
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,,Germany
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Channel Islands,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,Isle of Man,United Kingdom
TFS,,Spain,,Spain
TFS,,Spain,,Italy
TFS,,Spain,,United Kingdom
TGO,Liaoning,China,Shaanxi,China
TGO,Liaoning,China,Beijing,China
TGO,Liaoning,China,Shanxi,China
TGO,Liaoning,China,Beijing,China
TGO,Liaoning,China,Shanghai,China
TGO,Liaoning,China,Shanxi,China
TGO,Liaoning,China,Shanxi,China
TGO,Liaoning,China,Shanxi,China
TGO,Liaoning,China,Shanxi,China
TGO,Liaoning,China,Shanxi,China
TGO,Liaoning,China,Shanxi,China
TGO,Liaoning,China,Shanghai,China
TGO,Liaoning,China,Hebei,China
TGT,,Tanzania,,Tanzania
TGT,,Tanzania,,Tanzania
TGU,,Honduras,,Honduras
TGU,,Honduras,,Panama
TGU,,Honduras,,El Salvador
TGU,,Honduras,,Honduras
TGU,,Honduras,,El Salvador
TGU,,Honduras,,El Salvador
TGU,,Honduras,,Honduras
TGU,,Honduras,,Honduras
TGU,,Honduras,,Honduras
TGU,,Honduras,,Honduras
TGU,,Honduras,,Honduras
TGU,,Honduras,,Honduras
TGU,,Honduras,,Honduras
TGU,,Honduras,,Honduras
TGU,,Honduras,,Honduras
TGU,,Honduras,,Honduras
TGU,,Honduras,,Honduras
TGU,,Honduras,,Guatemala
TGU,,Honduras,,Guatemala
TGU,,Honduras,,Honduras
TGU,,Honduras,,El Salvador
TGU,,Honduras,,El Salvador
TGU,,Honduras,,El Salvador
